"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"664",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Víg utca, VIII. kerület",NA,NA
"665",NA,NA,NA,"120 000 Ft/hó",NA,"Tiszaújváros",NA,"35 m² terület","1 szoba",NA
"666",NA,NA,NA,"126 000 Ft/hó",NA,"József körút"," VIII. kerület","22 m² terület","1 szoba",NA
"667",NA,NA,NA,"119 000 Ft/hó",NA,"József körút"," VIII. kerület","22 m² terület","1 szoba",NA
"668",NA,NA,NA,"100 000 Ft/hó",NA,"Kossuth Lajos utca 10"," Kőszeg","36 m² terület","1 szoba",NA
"669",NA,NA,NA,"240 000 Ft/hó",NA,"Fischer István utca 121"," XIV. kerület","70 m² terület","3 szoba","19 m² erkély"
"670",NA,NA,NA,"120 000 Ft/hó",NA,"Görgey Artúr utca"," IV. kerület","20 m² terület","1 szoba",NA
"671",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","210 000 Ft/hó",NA,"Nagy Ignác utca, V. kerület",NA,NA
"672",NA,NA,NA,"129 000 Ft/hó",NA,"Erzsébet körút 20"," VII. kerület","40 m² terület","2 szoba",NA
"673",NA,NA,NA,"365 150 Ft/hó",NA,"Attila út"," I. kerület","105 m² terület","3 szoba","4 m² erkély"
"674","Új építésű",NA,NA,"657 270 Ft/hó",NA,"Benczúr utca"," VI. kerület","80 m² terület","3 szoba","14 m² erkély"
"675",NA,NA,NA,"250 000 Ft/hó",NA,"István utca"," VII. kerület","60 m² terület","1 + 1 fél szoba",NA
"676",NA,NA,NA,"120 000 Ft/hó",NA,"Soroksár-Újtelep"," XXIII. kerület","36 m² terület","1 szoba",NA
"677",NA,NA,NA,"150 000 Ft/hó",NA,"Szent László út"," Győr","73 m² terület","4 szoba","20 m² erkély"
"678","Régen frissült",NA,NA,"60 000 Ft/hó",NA,"Győrújfalu",NA,"20 m² terület","1 szoba",NA
"679",NA,NA,NA,"90 000 Ft/hó",NA,"Lónyay utca"," IX. kerület","32 m² terület","2 szoba",NA
"680",NA,NA,NA,"120 000 Ft/hó",NA,"Tiszasziget",NA,"250 m² terület","10 szoba",NA
"681",NA,NA,NA,"340 000 Ft/hó",NA,"Erzsébet körút 8"," VII. kerület","94 m² terület","3 szoba",NA
"682",NA,NA,NA,"230 000 000 Ft/hó",NA,"Révay köz"," VI. kerület","60 m² terület","2 szoba",NA
"683",NA,NA,NA,"130 000 Ft/hó",NA,"Visegrádi utca"," XIII. kerület","39 m² terület","1 + 1 fél szoba",NA
"684",NA,NA,NA,"730 000 Ft/hó",NA,"Révay köz"," VI. kerület","109 m² terület","3 szoba","3 m² erkély"
"685","Új építésű",NA,NA,"330 000 Ft/hó",NA,"Benczúr utca"," VI. kerület","70 m² terület","3 szoba","15 m² erkély"
"686",NA,NA,NA,"145 000 Ft/hó",NA,"Bartók Béla út 20"," XI. kerület","71 m² terület","2 szoba",NA
"687",NA,NA,NA,"185 000 Ft/hó",NA,"Fillér utca"," II. kerület","57 m² terület","2 szoba","4 m² erkély"
"688",NA,NA,NA,"180 000 Ft/hó",NA,"Pipiske utca"," XII. kerület","53 m² terület","1 + 1 fél szoba","27.5 m² erkély"
"689","Régen frissült",NA,NA,"110 000 Ft/hó",NA,"Irányi Dániel utca"," Kaposvár","54 m² terület","2 szoba","2 m² erkély"
"690",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Iskola köz, Kaposvár",NA,NA
"691",NA,NA,NA,"547 725 Ft/hó",NA,"Hunyadi János utca"," Debrecen","100 m² terület","3 szoba","150 m² erkély"
"692","Csak szoba",NA,NA,"45 000 Ft/hó",NA,"Ősz utca"," Szigetszentmiklós","12 m² terület","1 szoba","30 m² erkély"
"693",NA,NA,NA,"180 000 Ft/hó",NA,"Pécs"," Belváros","120 m² terület","3 szoba",NA
"694",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","90 000 Ft/hó",NA,"Bajcsy-Zsilinszky utca, Debrecen",NA,NA
"695",NA,NA,NA,"180 000 Ft/hó",NA,"Pusztaszeri út"," II. kerület","64 m² terület","2 szoba","10 m² erkély"
"696",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","180 000 Ft/hó",NA,"Belváros tér, Gyöngyös",NA,NA
"697",NA,NA,NA,"357 847 Ft/hó",NA,"Remetehegy"," III. kerület","80 m² terület","3 szoba","8 m² erkély"
"698",NA,NA,NA,"361 499 Ft/hó",NA,"Bródy Sándor utca"," VIII. kerület","105 m² terület","3 szoba",NA
"699",NA,NA,NA,"377 000 Ft/hó",NA,"Hollán Ernő utca"," XIII. kerület","113 m² terület","3 + 1 fél szoba","5 m² erkély"
"700",NA,NA,NA,"365 150 Ft/hó",NA,"Kazinczy utca"," VII. kerület","85 m² terület","2 + 2 fél szoba","17 m² erkély"
"701",NA,NA,NA,"140 000 Ft/hó",NA,"Szeged"," Belváros","86 m² terület","2 szoba",NA
"702",NA,NA,NA,"105 000 Ft/hó",NA,"Őz köz"," Nyíregyháza","53 m² terület","2 szoba",NA
"703",NA,NA,NA,"260 000 Ft/hó",NA,"Józsefváros - Palotanegyed"," VIII. kerület","77 m² terület","1 + 2 fél szoba",NA
"704",NA,NA,NA,"547 725 Ft/hó",NA,"Zöldlomb utca"," II. kerület","110 m² terület","4 szoba","20 m² erkély"
"705",NA,NA,NA,"150 000 Ft/hó",NA,"Keszthely"," Belváros","72 m² terület","1 + 2 fél szoba",NA
"706",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","170 000 Ft/hó",NA,"Herman Ottó utca, Pécs",NA,NA
"707",NA,NA,NA,"150 000 Ft/hó",NA,"Rejtő Jenő utca"," VII. kerület","45 m² terület","1 + 1 fél szoba","2 m² erkély"
"708",NA,NA,NA,"100 000 Ft/hó",NA,"Mosonmagyaróvár",NA,"40 m² terület","1 szoba",NA
"709","Csak szoba",NA,NA,"60 000 Ft/hó",NA,"Zöldfa utca"," Kaposvár","12 m² terület","1 szoba",NA
"710",NA,NA,NA,"250 000 Ft/hó",NA,"Fővám tér"," V. kerület","70 m² terület","2 szoba",NA
"711",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","200 000 Ft/hó",NA,"Gyár utca, Debrecen",NA,NA
"712","Videó elérhető"," Virtuális séta",NA,"400 000 Ft/hó",NA,"Éva utca 32"," XI. kerület","106 m² terület","3 szoba","16 m² erkély"
"713","Új építésű",NA,NA,"220 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","54 m² terület","2 szoba",NA
"714",NA,NA,NA,"330 000 Ft/hó",NA,"Soroksári út"," IX. kerület","110 m² terület","3 + 2 fél szoba",NA
"715",NA,NA,NA,"130 000 Ft/hó",NA,"Simonffy utca"," Debrecen","43 m² terület","1 szoba",NA
"716",NA,NA,NA,"110 000 Ft/hó",NA,"Váci út"," XIII. kerület","40 m² terület","1 + 1 fél szoba",NA
"717",NA,NA,NA,"100 000 Ft/hó",NA,"Szigethalom",NA,"50 m² terület","1 szoba",NA
"718",NA,NA,NA,"190 000 Ft/hó",NA,"Debrecen"," Akadémiakert","180 m² terület","6 szoba","7 m² erkély"
"719",NA,NA,NA,"430 000 Ft/hó",NA,"Vác"," Belváros","120 m² terület","4 szoba",NA
"720",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","145 000 Ft/hó",NA,"Kinizsi Pál utca, XVIII. kerület",NA,NA
"721",NA,NA,NA,"199 000 Ft/hó",NA,"Gellérthegy utca"," I. kerület","68 m² terület","2 szoba",NA
"722",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","80 000 Ft/hó",NA,"Kossuth Lajos utca, Nyíregyháza",NA,NA
"723",NA,NA,NA,"130 000 Ft/hó",NA,"Paulay Ede utca"," VI. kerület","45 m² terület","1 szoba",NA
"724",NA,NA,NA,"280 000 Ft/hó",NA,"Nánási út 75-77"," III. kerület","51 m² terület","2 szoba","10 m² erkély"
"725",NA,NA,NA,"30 000 Ft/hó",NA,"Tihaméri út"," Eger","16 m² terület","4 szoba",NA
"726","Régen frissült",NA,NA,"200 000 Ft/hó",NA,"Szinyei Merse utca"," VI. kerület","60 m² terület","2 szoba",NA
"727",NA,NA,NA,"365 150 Ft/hó",NA,"Bajcsy-Zsilinszky út 9."," VI. kerület","67 m² terület","3 szoba",NA
"728",NA,NA,NA,"249 000 Ft/hó",NA,"Bajcsy-Zsilinszky út"," VI. kerület","81 m² terület","3 + 1 fél szoba","4 m² erkély"
"729",NA,NA,NA,"249 000 Ft/hó",NA,"Bajcsy-Zsilinszky út"," VI. kerület","81 m² terület","3 + 1 fél szoba","4 m² erkély"
"730","Csak szoba",NA,NA,"90 000 Ft/hó",NA,"Ipar utca"," IX. kerület","17 m² terület","1 szoba","6 m² erkély"
"731",NA,NA,NA,"730 300 Ft/hó",NA,"Szalay utca"," V. kerület","92 m² terület","3 szoba","3 m² erkély"
"732",NA,NA,NA,"140 000 Ft/hó",NA,"Kecskemét",NA,"65 m² terület","3 szoba",NA
"733","Csak szoba",NA,NA,"40 000 Ft/hó",NA,"Bethlen utca"," Debrecen","15 m² terület","1 szoba","10 m² erkély"
"734","Csak szoba",NA,NA,"50 000 Ft/hó",NA,"Fegyvernek utca"," XI. kerület","17 m² terület","1 szoba",NA
"735",NA,NA,NA,"250 000 Ft/hó",NA,"Vác"," Belváros","85 m² terület","3 szoba",NA
"736",NA,NA,NA,"290 000 Ft/hó",NA,"Belső-Erzsébetváros"," VII. kerület","128 m² terület","4 szoba","10 m² erkély"
"737",NA,NA,NA,"350 000 Ft/hó",NA,"Mátyáshegy"," III. kerület","98 m² terület","3 szoba","8 m² erkély"
"738",NA,NA,NA,"100 000 Ft/hó",NA,"Nagyremete"," Gödöllő","30 m² terület","1 szoba",NA
"739","Videó elérhető",NA,NA,"125 000 Ft/hó",NA,"Sarló utca"," Székesfehérvár","54 m² terület","1 + 1 fél szoba","4 m² erkély"
"740","Virtuális séta",NA,NA,"912 875 Ft/hó",NA,"Belgrád rakpart 27"," V. kerület","144 m² terület","4 szoba",NA
"741",NA,NA,NA,"135 000 Ft/hó",NA,"Petőfi Sándor utca"," V. kerület","30 m² terület","1 szoba",NA
"742",NA,NA,NA,"140 000 Ft/hó",NA,"Virág utca"," Debrecen","48 m² terület","1 + 1 fél szoba",NA
"743","Új építésű",NA,NA,"155 000 Ft/hó",NA,"Gubacsipuszta"," XX. kerület","40 m² terület","1 + 1 fél szoba","15 m² erkély"
"744",NA,NA,NA,"110 000 Ft/hó",NA,"Almássy utca"," VII. kerület","40 m² terület","1 + 1 fél szoba",NA
"745","Csak szoba",NA,NA,"55 000 Ft/hó",NA,"Attila utca 10"," XX. kerület","25 m² terület","1 szoba",NA
"746","Új építésű",NA,NA,"699 000 Ft/hó",NA,"Bíró László József körút"," XI. kerület","100 m² terület","4 szoba","46 m² erkély"
"747",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","150 000 Ft/hó",NA,"Sóstói út 28., Nyíregyháza",NA,NA
"748",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","115 000 Ft/hó",NA,"Péterfy Sándor utca, VII. kerület",NA,NA
"749",NA,NA,NA,"365 150 Ft/hó",NA,"Kuny Domokos utca"," I. kerület","75 m² terület","2 + 1 fél szoba","5 m² erkély"
"750",NA,NA,NA,"100 000 Ft/hó",NA,"Nyár utca"," IV. kerület","35 m² terület","1 + 1 fél szoba","4 m² erkély"
"751",NA,NA,NA,"260 000 Ft/hó",NA,"Május 1. út 21"," Tata","92 m² terület","2 szoba","6 m² erkély"
"752",NA,NA,NA,"499 000 Ft/hó",NA,"Váci utca"," V. kerület","200 m² terület","5 szoba",NA
"753",NA,NA,NA,"160 000 Ft/hó",NA,"Ulászló utca"," XI. kerület","68 m² terület","2 + 1 fél szoba","4 m² erkély"
"754",NA,NA,NA,"240 000 Ft/hó",NA,"Óbuda-Óváros"," III. kerület","74 m² terület","3 szoba",NA
"755",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","200 000 Ft/hó",NA,"Rózsa utca, VI. kerület",NA,NA
"756",NA,NA,NA,"90 000 Ft/hó",NA,"Hajnal utca"," Debrecen","70 m² terület","1 szoba",NA
"757","Új építésű"," Csak szoba",NA,"80 000 Ft/hó",NA,"Makk utca"," X. kerület","65 m² terület","3 szoba","12 m² erkély"
"758",NA,NA,NA,"230 000 Ft/hó",NA,"Podmaniczky utca 35"," VI. kerület","95 m² terület","3 szoba",NA
"759","Új építésű",NA,NA,"250 000 Ft/hó",NA,"Benczúr utca 11."," VI. kerület","50 m² terület","2 szoba","10 m² erkély"
"760","Új építésű",NA,NA,"401 665 Ft/hó",NA,"Kazinczy utca"," VII. kerület","72 m² terület","3 szoba",NA
"761",NA,NA,NA,"350 000 Ft/hó",NA,"Székesfehérvár"," Belváros","133 m² terület","3 szoba",NA
"762",NA,NA,NA,"350 000 Ft/hó",NA,"Bajcsy-Zsilinszky út 31"," VI. kerület","109 m² terület","3 + 1 fél szoba","2 m² erkély"
"763",NA,NA,NA,"630 000 Ft/hó",NA,"Andrássy út 46"," VI. kerület","85 m² terület","3 szoba",NA
"764",NA,NA,NA,"90 000 Ft/hó",NA,"Szigligeti utca 5"," XIX. kerület","14 m² terület","3 szoba",NA
"765",NA,NA,NA,"620 755 Ft/hó",NA,"Petőfi Sándor utca 3"," V. kerület","148 m² terület","4 szoba",NA
"766","Videó elérhető",NA,NA,"180 000 Ft/hó",NA,"Amfiteátrum utca"," III. kerület","51 m² terület","1 + 2 fél szoba","4 m² erkély"
"767",NA,NA,NA,"225 000 Ft/hó",NA,"Corvin sétány"," VIII. kerület","63 m² terület","3 szoba","5.5 m² erkély"
"768",NA,NA,NA,"99 000 Ft/hó",NA,"Rákóczi utca 65"," XIX. kerület","28 m² terület","1 szoba",NA
"769","Virtuális séta",NA,NA,"365 150 Ft/hó",NA,"Petőfi Sándor utca 9."," V. kerület","62 m² terület","2 szoba",NA
"770",NA,NA,NA,"240 000 Ft/hó",NA,"Orbánhegy"," XII. kerület","84 m² terület","3 szoba","15 m² erkély"
"771","Régen frissült",NA,NA,"730 300 Ft/hó",NA,"Gellérthegy utca"," I. kerület","109 m² terület","3 szoba",NA
"772",NA,NA,NA,"150 000 Ft/hó",NA,"Egyetem sugárút"," Debrecen","43 m² terület","1 + 1 fél szoba",NA
"773",NA,NA,NA,"284 817 Ft/hó",NA,"Zrínyi utca"," Győr","64 m² terület","2 szoba","7 m² erkély"
"774",NA,NA,NA,"215 073 Ft/hó",NA,"Zrínyi utca"," Győr","51 m² terület","3 szoba",NA
"775",NA,NA,NA,"181 114 Ft/hó",NA,"Zrínyi utca"," Győr","46 m² terület","2 szoba",NA
"776",NA,NA,NA,"138 027 Ft/hó",NA,"Zrínyi utca"," Győr","32 m² terület","1 szoba",NA
"777",NA,NA,NA,"328 635 Ft/hó",NA,"Bajcsy-Zsilinszky út 60."," V. kerület","100 m² terület","3 + 1 fél szoba",NA
"778",NA,NA,NA,"140 000 Ft/hó",NA,"Őrjárat utca"," XV. kerület","54 m² terület","1 + 2 fél szoba","2 m² erkély"
"779","Csak szoba",NA,NA,"40 000 Ft/hó",NA,"Pilisborosjenő"," Malomdűlő","17 m² terület","1 szoba",NA
"780",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","45 000 Ft/hó",NA,"Hajós utca, Szeged",NA,NA
"781",NA,NA,NA,"70 000 Ft/hó",NA,"Szép Ernő utca 7."," Hajdúszoboszló","25 m² terület","1 szoba",NA
"782",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Hitel utca 10., Kecskemét",NA,NA
"783",NA,NA,NA,"950 000 Ft/hó",NA,"Benczúr utca"," VI. kerület","210 m² terület","6 szoba",NA
"784","Új építésű",NA,NA,"530 000 Ft/hó",NA,"Tatabánya",NA,"106 m² terület","3 + 1 fél szoba","64 m² erkély"
"785",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","100 000 Ft/hó",NA,"Kapuvár",NA,NA
"786",NA,NA,NA,"750 000 Ft/hó",NA,"Marina sétány"," XIII. kerület","105 m² terület","3 szoba","50 m² erkély"
"787","Csak szoba",NA,NA,"90 000 Ft/hó",NA,"Jókai Mór utca"," Nyergesújfalu","20 m² terület","1 szoba",NA
"788","Új építésű",NA,NA,"200 000 Ft/hó",NA,"Bazsarózsa utca"," XIV. kerület","37 m² terület","2 szoba","25 m² erkély"
"789",NA,NA,NA,"249 000 Ft/hó",NA,"Bajcsy-Zsilinszky út"," VI. kerület","81 m² terület","3 + 1 fél szoba",NA
"790","Új építésű",NA,NA,"170 000 Ft/hó",NA,"Nefelejcs utca"," XVIII. kerület","47 m² terület","2 szoba","8 m² erkély"
"791",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Arad utca 1, II. kerület",NA,NA
"792",NA,NA,NA,"495 000 Ft/hó",NA,"Ürömi utca"," II. kerület","102 m² terület","3 szoba","30 m² erkély"
"793","Csak szoba",NA,NA,"45 000 Ft/hó",NA,"Csongrádi sugárút"," Szeged","20 m² terület","1 szoba","5 m² erkély"
"794",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","75 000 Ft/hó",NA,"Homok sor, Nyíregyháza",NA,NA
"795",NA,NA,NA,"900 000 Ft/hó",NA,"Külső-Terézváros"," VI. kerület","193 m² terület","1 + 4 fél szoba","4 m² erkély"
"796",NA,NA,NA,"456 438 Ft/hó",NA,"Molnár utca"," V. kerület","99 m² terület","2 szoba","3 m² erkély"
"797",NA,NA,NA,"700 000 Ft/hó",NA,"Király utca"," VII. kerület","150 m² terület","3 + 2 fél szoba","18 m² erkély"
"798",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","110 000 Ft/hó",NA,"Szív utca, VI. kerület",NA,NA
"799",NA,NA,NA,"110 000 Ft/hó",NA,"Szondi utca"," VI. kerület","39 m² terület","1 szoba",NA
"800",NA,NA,NA,"90 000 Ft/hó",NA,"Visegrádi utca 54"," Érd","20 m² terület","1 szoba",NA
"801","Új építésű",NA,NA,"250 000 Ft/hó",NA,"Siófok",NA,"68 m² terület","3 szoba",NA
"802",NA,NA,NA,"120 000 Ft/hó",NA,"Angyalföldi út"," XIII. kerület","48 m² terület","1 + 1 fél szoba",NA
"803",NA,NA,NA,"100 000 Ft/hó",NA,"Gyula"," Fürdőövezet","49 m² terület","1 + 1 fél szoba",NA
"804",NA,NA,NA,"160 000 Ft/hó",NA,"Aranykéz utca 6"," V. kerület","60 m² terület","2 szoba",NA
"805",NA,NA,NA,"100 000 Ft/hó",NA,"Vas Gereben utca"," Hatvan","70 m² terület","2 szoba","2 m² erkély"
"806",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","140 000 Ft/hó",NA,"Váci utca, V. kerület",NA,NA
"807",NA,NA,NA,"500 000 Ft/hó",NA,"Tata",NA,"95 m² terület","4 szoba",NA
"808",NA,NA,NA,"380 000 Ft/hó",NA,"Hollán Ernő utca"," XIII. kerület","113 m² terület","3 szoba","6 m² erkély"
"809",NA,NA,NA,"45 000 Ft/hó",NA,"Jeruzsálem utca 8"," Gyöngyös","53 m² terület","2 szoba",NA
"810","Csak szoba",NA,NA,"75 000 Ft/hó",NA,"Kék Golyó utca 2"," XII. kerület","25 m² terület","1 szoba",NA
"811","Új építésű",NA,NA,"584 240 Ft/hó",NA,"Dorottya utca"," V. kerület","73 m² terület","2 szoba",NA
"812","Új építésű",NA,NA,"1 204 995 Ft/hó",NA,"Dorottya utca"," V. kerület","143 m² terület","3 szoba",NA
"813",NA,NA,NA,"365 000 Ft/hó",NA,"Fő utca"," I. kerület","86 m² terület","2 szoba",NA
"814","Csak szoba",NA,NA,"67 500 Ft/hó",NA,"Hegedűs Gyula utca"," XIII. kerület","12 m² terület","2 szoba",NA
"815",NA,NA,NA,"120 000 Ft/hó",NA,"Közép fasor"," Szeged","55 m² terület","2 szoba","4 m² erkély"
"816",NA,NA,NA,"341 000 Ft/hó",NA,"Mátyáshegy"," III. kerület","90 m² terület","3 szoba","10 m² erkély"
"817","Virtuális séta",NA,NA,"912 875 Ft/hó",NA,"Október 6. utca 21."," V. kerület","77 m² terület","3 szoba","8 m² erkély"
"818","Új építésű",NA,NA,"945 000 Ft/hó",NA,"Szemlőhegy"," II. kerület","101 m² terület","4 szoba","30 m² erkély"
"819",NA,NA,NA,"150 000 Ft/hó",NA,"Pillangó park 12"," XIV. kerület","37 m² terület","1 + 1 fél szoba",NA
"820","Csak szoba",NA,NA,"80 000 Ft/hó",NA,"Wesselényi utca"," VII. kerület","25 m² terület","1 szoba",NA
"821",NA,NA,NA,"165 000 Ft/hó",NA,"Mester utca 79"," IX. kerület","68 m² terület","2 + 1 fél szoba","4 m² erkély"
"822",NA,NA,NA,"237 348 Ft/hó",NA,"Petőfi Sándor utca"," V. kerület","52 m² terület","2 szoba",NA
"823",NA,NA,NA,"145 000 Ft/hó",NA,"Szent László utca"," XXIII. kerület","65 m² terület","2 szoba","10 m² erkély"
"824",NA,NA,NA,"29 000 Ft/hó",NA,"Virág utca"," IV. kerület","8 m² terület","0 + 1 fél szoba",NA
"825",NA,NA,NA,"180 000 Ft/hó",NA,"Pécs"," Belváros","100 m² terület","3 szoba",NA
"826","Új építésű",NA,NA,"125 000 Ft/hó",NA,"Sétatér utca"," Kecskemét","55 m² terület","2 szoba","3 m² erkély"
"827",NA,NA,NA,"100 000 Ft/hó",NA,"Nagykanizsa"," Keleti városrész","55 m² terület","2 szoba","1 m² erkély"
"828",NA,NA,NA,"145 000 Ft/hó",NA,"Érd"," Tisztviselőtelep","70 m² terület","2 szoba","10 m² erkély"
"829",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Kossuth tér, Szolnok",NA,NA
"830",NA,NA,NA,"346 893 Ft/hó",NA,"Lovag utca"," VI. kerület","78 m² terület","2 szoba","4 m² erkély"
"831",NA,NA,NA,"Elrejtetted ezt az ingatlant és az összes hozzá tartozó hirdetést. Legközelebb nem fog megjelenni a találati listában."," Megjelenítés","120 000 Ft/hó",NA,"Kölcsey Ferenc utca 4, Hévíz",NA,NA
"832",NA,NA,NA,"1 095 450 Ft/hó",NA,"Pasarét"," II. kerület","200 m² terület","5 szoba","60 m² erkély"
